id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
8737,1978,graduation,divorced,55563.0,0,1,1399161600000000000,22,29,1,9,2.0,0,2.0,1,2,0,3,3,0,0,0,0,0,0,3,11,0
11088,1971,phd,together,78642.0,0,1,-9223372036854775808,83,1225,0,322,46.0,35,17.0,1,4,9,4,6,0,0,0,0,0,0,3,11,0
716,1949,phd,together,67911.0,0,1,-9223372036854775808,63,529,0,356,63.0,28,0.0,3,6,7,11,3,0,0,0,0,0,0,3,11,0
466,1944,graduation,married,65275.0,0,0,1362355200000000000,9,388,14,218,91.0,14,21.0,1,4,3,13,2,0,0,0,0,0,0,3,11,0
9135,1950,graduation,together,27203.0,1,1,1339113600000000000,92,13,2,21,4.0,0,24.0,2,1,1,2,8,0,0,0,0,0,0,3,11,0
10623,1961,master,together,48330.0,0,1,-9223372036854775808,2,28,0,4,0.0,0,0.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
8151,1990,basic,married,24279.0,0,0,-9223372036854775808,6,16,36,21,20.0,62,108.0,1,4,1,3,8,0,0,0,0,0,0,3,11,0
5140,1985,phd,married,64355.0,1,0,-9223372036854775808,66,1047,0,140,67.0,38,126.5,2,4,3,12,8,0,0,0,0,0,0,3,11,0
10160,1956,master,together,50943.0,0,1,-9223372036854775808,49,31,0,7,2.0,0,6.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
4945,1953,graduation,widow,53653.0,0,0,1341964800000000000,29,815,10,239,28.0,10,108.0,2,10,4,12,6,0,0,0,0,0,0,3,11,0
10584,1976,graduation,married,65665.0,0,1,1360627200000000000,77,225,81,387,106.0,36,29.0,1,5,10,8,3,0,0,0,0,0,0,3,11,0
6071,1989,graduation,single,81217.0,0,0,-9223372036854775808,77,493,70,324,120.5,40,84.0,1,3,7,11,1,0,0,0,0,0,0,3,11,0
3386,1992,graduation,married,34935.0,0,0,-9223372036854775808,71,34,4,66,3.0,10,20.0,1,2,1,4,7,0,0,0,0,0,0,3,11,0
8939,1959,graduation,divorced,61250.0,0,1,-9223372036854775808,49,382,81,65,60.0,26,59.0,6,5,2,12,5,0,0,0,0,0,0,3,11,0
9925,1981,phd,together,39665.0,1,0,-9223372036854775808,97,127,1,56,0.0,1,31.0,3,4,2,3,7,0,0,0,0,0,0,3,11,0
4320,1979,graduation,single,60152.0,0,1,-9223372036854775808,6,325,81,300,86.0,58,91.0,1,6,4,12,3,0,0,0,0,0,0,3,11,0
5389,1964,graduation,married,48920.0,0,2,-9223372036854775808,93,238,17,68,8.0,10,6.0,3,6,2,5,7,0,0,0,0,0,0,3,11,0
6036,1959,master,together,89120.0,0,0,-9223372036854775808,78,1168,81,408,72.0,81,55.0,1,5,6,7,1,0,0,0,0,0,0,3,11,0
182,1946,phd,together,44124.0,0,1,1383609600000000000,62,284,0,55,0.0,6,52.0,4,6,2,5,8,0,0,0,0,0,0,3,11,0
203,1975,master,single,81169.0,0,0,-9223372036854775808,47,1225,20,556,80.0,61,27.0,1,5,7,9,2,0,0,0,0,0,0,3,11,0
11025,1961,graduation,married,36443.0,1,1,1362182400000000000,9,65,0,46,4.0,3,20.0,4,3,1,3,8,0,0,0,0,0,0,3,11,0
10203,1990,graduation,single,26095.0,1,0,-9223372036854775808,77,11,7,9,3.0,1,11.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
4607,1959,graduation,together,71367.0,0,0,-9223372036854775808,24,227,23,389,42.0,21,75.0,1,4,5,7,2,0,0,0,0,0,0,3,11,0
3711,1944,master,married,80184.0,0,0,1388707200000000000,19,1035,81,556,25.0,38,0.0,1,6,3,10,3,0,0,0,0,0,0,3,11,0
3696,1965,graduation,divorced,30630.0,1,1,-9223372036854775808,67,27,1,12,2.0,0,10.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
2532,1987,master,single,73454.0,0,0,1388707200000000000,95,982,73,351,56.0,14,126.5,1,2,4,6,5,0,0,0,0,0,0,3,11,0
9214,1991,graduation,married,42691.0,0,0,-9223372036854775808,48,179,2,64,38.0,17,58.0,1,5,1,6,5,0,0,0,0,0,0,3,11,0
4943,1953,graduation,married,70503.0,0,0,-9223372036854775808,73,1225,33,216,0.0,33,66.0,1,2,4,9,6,0,0,0,0,0,0,3,11,0
35,1987,graduation,married,25545.0,1,0,1344470400000000000,35,32,1,64,16.0,12,85.0,3,2,2,3,6,0,0,0,0,0,0,3,11,0
2258,1986,graduation,married,32880.0,1,0,1334188800000000000,76,8,4,15,7.0,6,2.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
4322,1958,phd,together,77863.0,0,0,-9223372036854775808,20,881,38,319,16.0,25,12.0,1,4,5,10,2,0,0,0,0,0,0,3,11,0
713,1977,master,married,50353.0,0,0,1407283200000000000,72,141,15,153,67.0,31,35.0,1,4,4,6,3,0,0,0,0,0,0,3,11,0
4702,1964,graduation,single,61839.0,0,0,1354924800000000000,20,1000,81,379,120.5,17,120.0,1,4,8,4,8,0,0,0,0,0,0,3,11,0
3281,1960,phd,married,49154.0,1,1,1362960000000000000,69,206,10,67,30.0,27,71.0,6,4,1,8,6,0,0,0,0,0,0,3,11,0
702,1975,2n cycle,widow,47682.0,0,1,-9223372036854775808,80,162,61,83,97.0,57,61.0,4,4,3,8,5,0,0,0,0,0,0,3,11,0
2004,1969,graduation,single,72679.0,0,1,-9223372036854775808,65,619,54,260,120.5,54,54.0,1,4,7,5,1,0,0,0,0,0,0,3,11,0
4769,1977,master,together,57954.0,1,1,-9223372036854775808,52,456,4,24,0.0,0,9.0,6,8,2,6,7,0,0,0,0,0,0,3,11,0
4437,1962,graduation,married,65316.0,1,1,-9223372036854775808,65,112,6,92,3.0,9,38.0,2,3,2,5,4,0,0,0,0,0,0,3,11,0
8724,1982,graduation,single,28567.0,1,0,-9223372036854775808,57,11,3,22,2.0,2,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
10741,1951,master,together,47352.0,0,1,1383523200000000000,70,172,12,112,8.0,0,15.0,4,6,1,5,7,0,0,0,0,0,0,3,11,0
1991,1967,graduation,together,44931.0,0,1,-9223372036854775808,0,78,0,11,0.0,0,7.0,1,2,1,3,5,0,0,0,0,0,0,3,11,0
6931,1967,graduation,divorced,76982.0,0,0,-9223372036854775808,19,464,81,292,65.0,60,30.0,1,8,3,4,4,0,0,0,0,0,0,3,11,0
11096,1952,2n cycle,together,57247.0,0,1,1375920000000000000,50,99,4,32,37.0,54,6.0,2,2,1,7,2,0,0,0,0,0,0,3,11,0
304,1981,master,single,22944.0,1,0,-9223372036854775808,67,19,3,19,4.0,5,26.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0
3665,1977,2n cycle,together,25315.0,1,0,1373500800000000000,46,1,9,8,11.0,3,22.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
10591,1969,graduation,widow,43638.0,0,1,1339113600000000000,37,63,10,83,7.0,19,19.0,2,4,1,4,7,0,0,0,0,0,0,3,11,0
5036,1984,phd,single,42710.0,1,0,-9223372036854775808,38,252,3,42,4.0,3,102.0,2,4,5,3,6,0,0,0,0,0,0,3,11,0
5547,1982,phd,married,84169.0,0,0,1373241600000000000,9,1225,19,403,0.0,19,0.0,1,7,6,6,3,0,0,0,0,0,0,3,11,0
7822,1976,graduation,together,54058.0,0,1,1365206400000000000,56,198,18,252,32.0,81,54.0,2,4,6,8,3,0,0,0,0,0,0,3,11,0
8541,1990,2n cycle,married,24683.0,1,0,1407024000000000000,98,8,4,10,6.0,7,6.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0
10955,1964,graduation,widow,85620.0,0,0,1404172800000000000,68,416,46,556,60.0,81,46.0,1,3,6,4,1,0,0,0,0,0,0,3,11,0
4368,1980,graduation,married,47850.0,1,0,1363046400000000000,72,42,7,43,20.0,12,10.0,1,3,0,4,6,0,0,0,0,0,0,3,11,0
9671,1968,graduation,married,19514.0,1,1,-9223372036854775808,47,14,3,21,2.0,1,28.0,4,3,1,2,8,0,0,0,0,0,0,3,11,0
2256,1973,master,married,27159.0,1,1,-9223372036854775808,33,17,0,3,0.0,0,1.0,2,1,0,3,6,0,0,0,0,0,0,3,11,0
4279,1963,2n cycle,single,39548.0,1,1,-9223372036854775808,87,15,4,10,3.0,4,18.0,2,1,1,3,3,0,0,0,0,0,0,3,11,0
5371,1989,graduation,single,21474.0,1,0,1407110400000000000,0,6,16,24,11.0,0,34.0,2,3,1,2,7,0,0,0,0,0,0,3,11,0
9240,1971,phd,single,60504.0,0,1,1404259200000000000,73,458,0,24,6.0,4,34.0,2,6,2,8,6,0,0,0,0,0,0,3,11,0
9460,1963,graduation,married,22419.0,0,0,-9223372036854775808,74,30,3,47,19.0,21,42.0,1,3,2,2,8,0,0,0,0,0,0,3,11,0
9504,1949,master,married,81698.0,0,0,1370908800000000000,4,179,28,520,111.0,81,47.0,1,3,8,13,1,0,0,0,0,0,0,3,11,0
8692,1952,graduation,together,43462.0,1,1,1355011200000000000,50,90,17,97,15.0,6,15.0,6,4,1,5,8,0,0,0,0,0,0,3,11,0
448,1978,phd,single,54880.0,1,0,1357171200000000000,57,308,81,137,102.0,45,118.0,2,6,2,11,5,0,0,0,0,0,0,3,11,0
8314,1982,graduation,married,79908.0,0,0,1367625600000000000,30,557,81,556,29.0,81,111.0,1,5,6,7,2,0,0,0,0,0,0,3,11,0
8420,1970,2n cycle,married,15315.0,0,0,1362700800000000000,27,7,4,13,15.0,8,17.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0
3174,1959,graduation,together,87771.0,0,1,-9223372036854775808,61,1225,38,287,50.0,57,33.0,1,5,10,4,6,0,0,0,0,0,0,3,11,0
7685,1978,graduation,married,33039.0,1,0,1378684800000000000,4,30,8,12,8.0,8,12.0,1,2,0,4,5,0,0,0,0,0,0,3,11,0
3179,1980,graduation,single,81741.0,0,0,-9223372036854775808,75,249,81,556,58.0,81,38.0,0,6,6,7,2,0,0,0,0,0,0,3,11,0
9780,1971,master,together,71499.0,0,1,-9223372036854775808,12,465,25,132,120.5,0,37.0,2,8,3,13,4,0,0,0,0,0,0,3,11,0
10681,1970,2n cycle,married,62466.0,0,1,-9223372036854775808,13,129,81,259,120.5,81,83.0,5,6,3,12,4,0,0,0,0,0,0,3,11,0
10232,1963,phd,divorced,48799.0,0,1,1368230400000000000,9,174,18,81,28.0,6,24.0,3,3,2,7,3,0,0,0,0,0,0,3,11,0
4184,1950,phd,together,52157.0,0,1,1404604800000000000,48,189,2,29,3.0,2,40.0,2,3,2,5,4,0,0,0,0,0,0,3,11,0
9120,1962,graduation,single,66565.0,0,1,1336780800000000000,80,747,10,161,65.0,40,42.0,4,4,2,9,8,0,0,0,0,0,0,3,11,0
891,1951,master,together,29298.0,1,1,1373328000000000000,60,6,0,2,2.0,0,1.0,1,1,0,2,5,0,0,0,0,0,0,3,11,0
10381,1979,graduation,single,47691.0,0,1,1367884800000000000,43,14,0,3,0.0,0,4.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0
3525,1970,graduation,together,38200.0,1,1,1342051200000000000,19,12,0,4,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6818,1974,graduation,married,44989.0,0,1,1355011200000000000,26,98,0,106,49.0,10,106.0,5,5,1,5,6,0,0,0,0,0,0,3,11,0
3526,1968,phd,married,38443.0,1,1,-9223372036854775808,58,32,0,5,0.0,0,1.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0
8181,1978,2n cycle,single,38593.0,1,0,-9223372036854775808,42,51,12,49,17.0,24,24.0,3,4,1,3,8,0,0,0,0,0,0,3,11,0
1029,1970,phd,together,64413.0,0,1,1357603200000000000,27,200,5,44,0.0,10,20.0,1,5,1,5,5,0,0,0,0,0,0,3,11,0
7369,1981,master,married,36959.0,1,0,1360454400000000000,56,25,6,25,6.0,0,0.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
2574,1977,phd,married,61996.0,0,1,-9223372036854775808,27,1050,12,144,0.0,0,24.0,3,6,4,8,5,0,0,0,0,0,0,3,11,0
8159,1968,graduation,married,51287.0,1,1,1388793600000000000,10,117,0,22,13.0,0,30.0,3,4,1,3,7,0,0,0,0,0,0,3,11,0
1160,1970,graduation,married,13260.0,1,1,-9223372036854775808,48,9,4,17,10.0,2,7.0,4,3,0,3,8,0,0,0,0,0,0,3,11,0
10242,1966,phd,together,47472.0,1,1,-9223372036854775808,39,56,0,11,0.0,0,8.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0
5253,1956,master,together,54603.0,1,1,1378512000000000000,85,145,13,46,17.0,2,4.0,6,4,2,4,7,0,0,0,0,0,0,3,11,0
5966,1974,phd,married,45207.0,1,1,1349913600000000000,64,203,0,10,0.0,0,2.0,5,3,1,6,6,0,0,0,0,0,0,3,11,0
5314,1951,graduation,together,40689.0,0,1,-9223372036854775808,69,270,3,27,39.0,6,99.0,6,7,1,5,8,0,0,0,0,0,0,3,11,0
5081,1967,2n cycle,together,47821.0,1,1,-9223372036854775808,54,9,0,16,6.0,6,10.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
5123,1951,master,married,27450.0,0,0,-9223372036854775808,57,37,12,23,8.0,11,52.0,1,2,1,3,7,0,0,0,0,0,0,3,11,0
5756,1983,graduation,together,39453.0,1,0,1393891200000000000,64,46,0,7,0.0,0,2.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8036,1971,2n cycle,together,26850.0,1,1,-9223372036854775808,10,31,1,13,7.0,2,9.0,4,2,1,4,4,0,0,0,0,0,0,3,11,0
9058,1955,graduation,widow,79800.0,0,0,-9223372036854775808,65,1060,21,530,32.0,0,126.5,1,5,10,5,3,0,0,0,0,0,0,3,11,0
5057,1961,master,married,61794.0,0,1,-9223372036854775808,74,264,47,188,54.0,47,11.0,2,4,4,10,2,0,0,0,0,0,0,3,11,0
254,1955,graduation,together,53863.0,0,1,-9223372036854775808,4,399,4,30,6.0,4,30.0,3,7,1,7,7,0,0,0,0,0,0,3,11,0
4179,1959,graduation,together,24221.0,0,0,-9223372036854775808,94,8,9,9,2.0,5,22.0,1,1,1,3,4,0,0,0,0,0,0,3,11,0
3710,1984,phd,single,39684.0,1,0,1355097600000000000,41,19,0,35,6.0,4,17.0,2,2,1,2,7,0,0,0,0,0,0,3,11,0
7627,1975,master,married,92163.0,0,0,1355270400000000000,25,817,81,556,106.0,81,20.0,0,5,10,5,2,0,0,0,0,0,0,3,11,0
4501,1965,master,single,69882.0,0,0,1381449600000000000,94,292,81,556,120.5,81,126.5,1,3,7,9,1,0,0,0,0,0,0,3,11,0
6424,1977,graduation,together,33178.0,1,0,-9223372036854775808,9,12,6,2,11.0,2,16.0,1,1,0,3,4,0,0,0,0,0,0,3,11,0
3075,1972,phd,married,59973.0,0,0,1383955200000000000,47,130,30,168,20.0,34,0.0,1,3,4,7,1,0,0,0,0,0,0,3,11,0
4992,1975,master,together,17459.0,1,0,-9223372036854775808,12,6,4,16,3.0,10,30.0,3,3,1,2,7,0,0,0,0,0,0,3,11,0
5252,1969,graduation,divorced,23910.0,1,0,-9223372036854775808,80,16,12,18,7.0,1,13.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0
7444,1969,master,married,42169.0,1,1,-9223372036854775808,20,19,0,9,0.0,0,2.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0
6919,1978,2n cycle,married,26224.0,1,0,1365206400000000000,39,4,7,15,13.0,9,15.0,3,2,1,3,6,0,0,0,0,0,0,3,11,0
3537,1981,graduation,together,31089.0,1,0,-9223372036854775808,57,31,3,31,2.0,8,4.0,3,3,0,4,8,0,0,0,0,0,0,3,11,0
10277,1961,graduation,single,30081.0,0,1,-9223372036854775808,27,36,0,2,0.0,0,4.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2453,1960,graduation,together,62807.0,0,1,-9223372036854775808,83,526,28,135,10.0,21,99.0,3,5,3,12,5,0,0,0,0,0,0,3,11,0
7972,1955,graduation,single,72906.0,0,0,-9223372036854775808,79,400,32,519,71.0,75,54.0,1,3,4,9,1,0,0,0,0,0,0,3,11,0
895,1948,phd,married,61467.0,0,2,1347408000000000000,69,410,16,114,0.0,5,49.0,3,5,2,10,5,0,0,0,0,0,0,3,11,0
1177,1966,master,together,49618.0,1,1,-9223372036854775808,77,80,3,26,4.0,2,14.0,4,3,1,3,7,0,0,0,0,0,0,3,11,0
7141,1986,master,single,21888.0,1,0,-9223372036854775808,15,88,10,46,2.0,3,64.0,4,5,1,2,10,0,0,0,0,0,0,3,11,0
7232,1973,graduation,widow,42429.0,0,1,1414886400000000000,99,55,0,6,2.0,0,4.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0
8477,1956,graduation,divorced,26150.0,2,1,1383436800000000000,61,5,1,13,3.0,5,1.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2457,1975,basic,married,30801.0,0,1,-9223372036854775808,23,8,4,5,15.0,2,11.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0
988,1965,graduation,married,81168.0,0,0,1404518400000000000,84,410,0,556,120.5,22,22.0,1,6,4,7,3,0,0,0,0,0,0,3,11,0
7930,1969,master,single,26877.0,0,0,-9223372036854775808,74,101,13,76,20.0,18,40.0,2,3,1,6,6,0,0,0,0,0,0,3,11,0
4587,1944,master,widow,45006.0,0,0,-9223372036854775808,90,162,25,53,16.0,0,10.0,1,3,1,7,3,0,0,0,0,0,0,3,11,0
6682,1973,basic,married,18978.0,1,0,1352678400000000000,41,2,8,1,4.0,7,15.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
6222,1967,graduation,married,22574.0,2,1,-9223372036854775808,28,25,0,8,2.0,0,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10299,1969,phd,single,48240.0,0,0,1347321600000000000,73,389,81,248,64.0,49,41.0,3,6,3,13,5,0,0,0,0,0,0,3,11,0
3083,1974,graduation,married,45837.0,1,1,-9223372036854775808,88,215,13,87,17.0,17,24.0,5,6,2,5,7,0,0,0,0,0,0,3,11,0
8953,1965,master,single,35791.0,2,1,1370390400000000000,94,27,0,5,0.0,0,3.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1503,1976,phd,together,117416.25,1,1,1362528000000000000,31,85,1,16,2.0,1,2.0,0,0,0,1,1,0,0,0,0,0,0,3,11,0
8650,1978,graduation,widow,54162.0,1,1,-9223372036854775808,31,5,6,10,6.0,5,10.0,1,1,0,3,4,0,0,0,0,0,0,3,11,0
10862,1960,master,married,30522.0,0,1,-9223372036854775808,6,179,8,83,19.0,11,26.0,5,1,2,9,2,0,0,0,0,0,0,3,11,0
2782,1961,phd,married,54456.0,0,1,1383782400000000000,23,352,0,27,10.0,0,15.0,3,6,1,7,6,0,0,0,0,0,0,3,11,0
6941,1971,graduation,single,31632.0,0,0,-9223372036854775808,92,17,8,12,11.0,15,32.0,1,2,1,2,7,0,0,0,0,0,0,3,11,0
10972,1949,graduation,widow,72298.0,0,0,1412294400000000000,52,625,35,169,58.0,17,35.0,1,4,3,6,1,0,0,0,0,0,0,3,11,0
10708,1978,2n cycle,single,36975.0,1,0,-9223372036854775808,50,10,6,11,0.0,4,2.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
6583,1955,2n cycle,married,72635.0,0,0,1362528000000000000,54,390,22,323,104.0,35,107.0,1,6,8,6,3,0,0,0,0,0,0,3,11,0
3641,1976,graduation,married,13624.0,1,0,-9223372036854775808,93,10,2,15,2.0,1,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
10156,1975,graduation,single,84196.0,0,1,1362528000000000000,56,215,63,507,120.5,31,126.5,1,8,4,7,3,0,0,0,0,0,0,3,11,0
4299,1960,graduation,together,70971.0,0,1,-9223372036854775808,28,1001,17,556,93.0,81,17.0,6,11,10,5,7,0,0,0,0,0,0,3,11,0
3469,1977,phd,divorced,34487.0,1,1,1339200000000000000,94,19,18,33,24.0,1,8.0,3,3,0,3,9,0,0,0,0,0,0,3,11,0
5063,1977,graduation,single,28769.0,1,0,-9223372036854775808,76,41,5,129,10.0,3,3.0,3,4,1,4,9,0,0,0,0,0,0,3,11,0
10727,1970,phd,married,69084.0,1,0,-9223372036854775808,43,1181,81,199,39.0,30,30.0,2,7,3,13,8,0,0,0,0,0,0,3,11,0
9624,1958,phd,together,65488.0,0,0,-9223372036854775808,46,603,45,207,36.0,18,54.0,1,3,4,6,1,0,0,0,0,0,0,3,11,0
5156,1970,2n cycle,married,62466.0,0,1,-9223372036854775808,13,129,81,259,120.5,81,83.0,5,6,3,12,4,0,0,0,0,0,0,3,11,0
4376,1960,2n cycle,single,32218.0,0,0,-9223372036854775808,27,10,24,15,13.0,1,30.0,1,2,1,3,7,0,0,0,0,0,0,3,11,0
8923,1973,graduation,single,83917.0,0,0,-9223372036854775808,12,514,22,556,42.0,81,79.0,1,6,7,7,3,0,0,0,0,0,0,3,11,0
8461,1962,graduation,divorced,46102.0,2,1,1412294400000000000,3,14,0,1,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6945,1952,graduation,single,84574.0,0,0,1365206400000000000,72,387,20,556,38.0,54,126.5,1,9,10,11,5,0,0,0,0,0,0,3,11,0
944,1962,graduation,married,56181.0,0,1,1375315200000000000,6,121,81,69,8.0,44,48.0,1,4,2,7,4,0,0,0,0,0,0,3,11,0
1907,1950,master,divorced,63120.0,0,1,-9223372036854775808,53,965,69,279,54.0,41,69.0,5,8,4,9,7,0,0,0,0,0,0,3,11,0
701,1971,graduation,married,73691.0,0,1,1370908800000000000,58,707,21,250,85.0,43,73.0,2,6,2,8,2,0,0,0,0,0,0,3,11,0
3856,1960,graduation,together,63381.0,0,1,1336608000000000000,78,571,50,142,33.0,50,126.5,4,4,5,13,2,0,0,0,0,0,0,3,11,0
4149,1948,phd,together,76140.0,0,0,-9223372036854775808,57,586,66,556,17.0,0,26.0,1,5,9,6,2,0,0,0,0,0,0,3,11,0
2131,1959,phd,divorced,62859.0,0,1,-9223372036854775808,37,1063,81,102,16.0,12,25.0,4,9,4,6,6,0,0,0,0,0,0,3,11,0
2942,1964,graduation,single,45906.0,0,1,1372982400000000000,20,305,3,27,4.0,3,126.5,2,5,4,4,5,0,0,0,0,0,0,3,11,0
1173,1947,master,together,77632.0,0,0,1380758400000000000,73,1200,81,556,0.0,42,126.5,1,4,2,6,2,0,0,0,0,0,0,3,11,0
4381,1971,phd,married,46463.0,1,1,-9223372036854775808,56,163,2,40,8.0,11,11.0,6,3,1,6,6,0,0,0,0,0,0,3,11,0
4611,1970,graduation,together,105471.0,0,0,-9223372036854775808,36,1009,81,104,120.5,21,126.5,0,9,8,13,3,0,0,0,0,0,0,3,11,0
3376,1970,master,divorced,55282.0,1,0,-9223372036854775808,9,125,6,73,8.0,4,19.0,1,3,1,6,4,0,0,0,0,0,0,3,11,0
4679,1977,master,married,78710.0,0,1,-9223372036854775808,42,721,0,152,119.0,50,50.0,3,7,6,12,4,0,0,0,0,0,0,3,11,0
10928,1958,graduation,together,66886.0,0,1,-9223372036854775808,28,315,4,62,41.0,31,126.5,2,7,1,7,5,0,0,0,0,0,0,3,11,0
4248,1960,master,single,98777.0,0,0,-9223372036854775808,23,1000,19,556,120.5,81,38.0,0,4,6,9,1,0,0,0,0,0,0,3,11,0
6728,1985,graduation,together,29103.0,1,0,-9223372036854775808,38,16,0,17,6.0,3,6.0,2,1,0,3,9,0,0,0,0,0,0,3,11,0
6661,1974,graduation,married,67445.0,0,1,1354924800000000000,63,757,80,217,29.0,80,11.0,5,9,6,12,6,0,0,0,0,0,0,3,11,0
4725,1950,phd,together,50616.0,0,1,-9223372036854775808,71,30,2,25,0.0,1,9.0,1,1,1,4,2,0,0,0,0,0,0,3,11,0
3277,1955,graduation,divorced,49431.0,0,1,1331164800000000000,9,219,3,100,26.0,0,17.0,2,7,1,5,8,0,0,0,0,0,0,3,11,0
5555,1975,graduation,divorced,117416.25,0,0,1404259200000000000,81,1,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,11,0
2564,1953,graduation,together,61278.0,0,1,1396310400000000000,87,111,3,28,2.0,6,15.0,2,3,1,4,6,0,0,0,0,0,0,3,11,0
946,1958,2n cycle,together,26490.0,0,0,-9223372036854775808,92,45,47,52,21.0,20,25.0,2,3,1,5,6,0,0,0,0,0,0,3,11,0
3867,1947,phd,together,73059.0,0,1,-9223372036854775808,36,410,81,420,0.0,81,71.0,1,9,3,13,4,0,0,0,0,0,0,3,11,0
6940,1966,phd,single,46734.0,1,2,-9223372036854775808,86,100,1,39,6.0,1,76.0,4,3,2,3,6,0,0,0,0,0,0,3,11,0
55,1963,graduation,together,56253.0,0,1,1342051200000000000,83,509,0,65,7.0,11,5.0,4,7,2,9,6,0,0,0,0,0,0,3,11,0
7093,1985,graduation,married,19986.0,1,0,-9223372036854775808,74,3,6,5,0.0,2,6.0,1,0,0,3,7,0,0,0,0,0,0,3,11,0
5084,1975,graduation,widow,58330.0,0,1,-9223372036854775808,87,445,53,213,104.0,81,126.5,1,6,4,13,4,0,0,0,0,0,0,3,11,0
1777,1980,basic,married,25965.0,0,0,1341792000000000000,29,2,2,11,41.0,7,11.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0
8162,1956,master,together,14661.0,0,0,1356998400000000000,88,4,1,11,6.0,2,2.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
10826,1959,graduation,married,18690.0,0,0,-9223372036854775808,77,6,1,7,23.0,4,19.0,1,1,1,2,8,0,0,0,0,0,0,3,11,0
8754,1974,phd,together,45068.0,0,1,-9223372036854775808,25,14,0,3,0.0,0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1987,1987,basic,single,21063.0,1,0,-9223372036854775808,34,1,10,11,19.0,3,15.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
11007,1968,phd,married,29187.0,1,0,1378339200000000000,43,26,0,6,0.0,0,2.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
7426,1971,2n cycle,married,54690.0,1,1,1373500800000000000,76,111,16,37,7.0,9,18.0,3,3,1,5,3,0,0,0,0,0,0,3,11,0
9153,1964,phd,married,59304.0,0,1,-9223372036854775808,81,418,61,428,80.0,51,10.0,3,7,8,10,5,0,0,0,0,0,0,3,11,0
10379,1962,master,single,59247.0,0,2,1376179200000000000,87,327,9,122,19.0,14,83.0,5,5,2,9,6,0,0,0,0,0,0,3,11,0
9204,1970,graduation,widow,66731.0,0,1,1355011200000000000,33,371,81,194,58.0,81,126.5,4,4,3,6,3,0,0,0,0,0,0,3,11,0
3197,1980,graduation,married,77353.0,0,1,-9223372036854775808,38,275,59,107,69.0,81,59.0,2,6,4,8,4,0,0,0,0,0,0,3,11,0
2920,1975,phd,single,52614.0,0,1,1326326400000000000,63,789,0,142,12.0,9,38.0,2,2,4,8,8,0,0,0,0,0,0,3,11,0
6961,1974,graduation,married,26751.0,2,0,-9223372036854775808,26,1,1,5,0.0,3,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
4673,1963,phd,married,81300.0,0,1,-9223372036854775808,17,1004,12,145,32.0,12,36.0,3,10,3,5,5,0,0,0,0,0,0,3,11,0
9937,1979,graduation,single,70337.0,0,0,1391212800000000000,75,187,81,149,25.0,43,91.0,1,2,2,12,1,0,0,0,0,0,0,3,11,0
8779,1985,2n cycle,married,36145.0,1,0,-9223372036854775808,13,56,4,76,17.0,1,18.0,4,4,1,3,9,0,0,0,0,0,0,3,11,0
